V1,V2,V3
-61.6713091922006,88.9944134078212,-2275
-60.6685236768802,88.9944134078212,-2432
-59.6657381615599,88.9944134078212,-2499
-58.6629526462396,88.9944134078212,-2596
-57.6601671309192,88.9944134078212,-2668
-56.6573816155989,88.9944134078212,-2679
-55.6545961002786,88.9944134078212,-2627
-54.6518105849582,88.9944134078212,-2561
-53.6490250696379,88.9944134078212,-2545
-52.6462395543176,88.9944134078212,-2537
-51.6434540389972,88.9944134078212,-2538
-50.6406685236769,88.9944134078212,-2641
-49.6378830083565,88.9944134078212,-2863
-48.6350974930362,88.9944134078212,-3136
-47.6323119777159,88.9944134078212,-3418
-46.6295264623955,88.9944134078212,-3598
-45.6267409470752,88.9944134078212,-3739
-44.6239554317549,88.9944134078212,-3959
-43.6211699164346,88.9944134078212,-4018
-42.6183844011142,88.9944134078212,-4016
-41.6155988857939,88.9944134078212,-3984
-40.6128133704735,88.9944134078212,-3968
-39.6100278551532,88.9944134078212,-3977
-38.6072423398329,88.9944134078212,-3992
-37.6044568245125,88.9944134078212,-4000
-36.6016713091922,88.9944134078212,-4008
-35.5988857938719,88.9944134078212,-4019
-34.5961002785515,88.9944134078212,-4049
-33.5933147632312,88.9944134078212,-4081
-32.5905292479109,88.9944134078212,-4107
-31.5877437325905,88.9944134078212,-4127
-30.5849582172702,88.9944134078212,-4144
-29.5821727019499,88.9944134078212,-4159
-28.5793871866295,88.9944134078212,-4172
-27.5766016713092,88.9944134078212,-4179
-26.5738161559889,88.9944134078212,-4194
-25.5710306406685,88.9944134078212,-4207
-24.5682451253482,88.9944134078212,-4217
-23.5654596100279,88.9944134078212,-4223
-22.5626740947075,88.9944134078212,-4229
-21.5598885793872,88.9944134078212,-4234
-20.5571030640669,88.9944134078212,-4238
-19.5543175487465,88.9944134078212,-4239
-18.5515320334262,88.9944134078212,-4242
-17.5487465181058,88.9944134078212,-4245
-16.5459610027855,88.9944134078212,-4248
-15.5431754874652,88.9944134078212,-4252
-14.5403899721449,88.9944134078212,-4255
-13.5376044568245,88.9944134078212,-4258
-12.5348189415042,88.9944134078212,-4262
-11.5320334261839,88.9944134078212,-4264
-10.5292479108635,88.9944134078212,-4267
-9.52646239554318,88.9944134078212,-4270
-8.52367688022284,88.9944134078212,-4272
-7.52089136490252,88.9944134078212,-4274
-6.51810584958218,88.9944134078212,-4276
-5.51532033426184,88.9944134078212,-4276
-4.5125348189415,88.9944134078212,-4277
-3.50974930362116,88.9944134078212,-4278
-2.50696378830085,88.9944134078212,-4278
-1.50417827298051,88.9944134078212,-4279
-0.50139275766017,88.9944134078212,-4279
0.50139275766017,88.9944134078212,-4279
1.50417827298048,88.9944134078212,-4279
2.50696378830082,88.9944134078212,-4280
3.50974930362116,88.9944134078212,-4281
4.5125348189415,88.9944134078212,-4281
5.51532033426184,88.9944134078212,-4282
6.51810584958216,88.9944134078212,-4284
7.5208913649025,88.9944134078212,-4285
8.52367688022284,88.9944134078212,-4287
9.52646239554318,88.9944134078212,-4289
10.5292479108635,88.9944134078212,-4292
11.5320334261838,88.9944134078212,-4294
12.5348189415042,88.9944134078212,-4296
13.5376044568245,88.9944134078212,-4297
14.5403899721449,88.9944134078212,-4295
15.5431754874652,88.9944134078212,-4294
16.5459610027855,88.9944134078212,-4293
17.5487465181058,88.9944134078212,-4294
18.5515320334262,88.9944134078212,-4295
19.5543175487465,88.9944134078212,-4296
20.5571030640668,88.9944134078212,-4296
